Ссылка,Раздел,Уровень,Группа,Видимость,Родитель по полю раздел,min,max
with-found-stat with-found-stat,Agricola,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat,Agrifac,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-2475,Condor,Level: 3,Group: 2,hidden,Agrifac,0,0
subopts-for-2475,GS,Level: 3,Group: 2,hidden,Agrifac,0,0
subopts-for-2475,ZA,Level: 3,Group: 2,hidden,Agrifac,0,0
subopts-for-2475m14157,ZA 3400,Level: 4,Group: 2,hidden,ZA,0,0
with-found-stat with-found-stat,Agrio,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Agrocosan,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Agrolead,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Agromaster,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Agromec,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat,Agromech,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-5022,AGP-500,Level: 3,Group: 2,hidden,Agromech,0,0
with-found-stat with-found-stat,Altec,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat,Amazone,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-3457,Pantera,Level: 3,Group: 2,hidden,Amazone,0,0
subopts-for-3457m33596,Pantera 4502,Level: 4,Group: 2,hidden,Pantera,0,0
subopts-for-3457,UF,Level: 3,Group: 2,hidden,Amazone,0,0
subopts-for-3457,UG,Level: 3,Group: 2,hidden,Amazone,0,0
subopts-for-3457m446,UG 2200,Level: 4,Group: 2,hidden,UG,0,0
subopts-for-3457m446,UG 3000,Level: 4,Group: 2,hidden,UG,0,0
subopts-for-3457m446,UG 4500,Level: 4,Group: 2,hidden,UG,0,0
subopts-for-3457,UX,Level: 3,Group: 2,hidden,Amazone,0,0
subopts-for-3457m430,UX 3200,Level: 4,Group: 2,hidden,UX,0,0
subopts-for-3457m430,UX 4200,Level: 4,Group: 2,hidden,UX,0,0
subopts-for-3457m430,UX 5200,Level: 4,Group: 2,hidden,UX,0,0
subopts-for-3457m430,UX 6200,Level: 4,Group: 2,hidden,UX,0,0
subopts-for-3457,ZA-M,Level: 3,Group: 2,hidden,Amazone,0,0
subopts-for-3457m285,ZA-M 1501,Level: 4,Group: 2,hidden,ZA-M,0,0
with-found-stat,Apache,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-4003,AS,Level: 3,Group: 2,hidden,Apache,0,0
subopts-for-4003m17090,AS1010,Level: 4,Group: 2,hidden,AS,0,0
with-found-stat,Artec,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-5841,F40,Level: 3,Group: 2,hidden,Artec,0,0
with-found-stat,Asa-Lift,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-4510,CM,Level: 3,Group: 2,hidden,Asa-Lift,0,0
subopts-for-4510m17137,CM 1000,Level: 4,Group: 2,hidden,CM,0,0
with-found-stat with-found-stat,BBG,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat,BRANDT,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-4186,QF,Level: 3,Group: 2,hidden,BRANDT,0,0
subopts-for-4186m18717,QF 1500,Level: 4,Group: 2,hidden,QF,0,0
with-found-stat with-found-stat,BURY,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Badilli,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat,Bargam,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-4777,2700,Level: 3,Group: 2,hidden,Bargam,0,0
with-found-stat with-found-stat,Bauer,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat,Beinlich,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-4847,Primus,Level: 3,Group: 2,hidden,Beinlich,0,0
with-found-stat,Berthoud,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-4221,ALBA,Level: 3,Group: 2,hidden,Berthoud,0,0
subopts-for-4221,BOXER,Level: 3,Group: 2,hidden,Berthoud,0,0
subopts-for-4221,ELYTE,Level: 3,Group: 2,hidden,Berthoud,0,0
subopts-for-4221,MACK,Level: 3,Group: 2,hidden,Berthoud,0,0
subopts-for-4221,MAJOR,Level: 3,Group: 2,hidden,Berthoud,0,0
subopts-for-4221,RACER,Level: 3,Group: 2,hidden,Berthoud,0,0
subopts-for-4221,RAPTOR,Level: 3,Group: 2,hidden,Berthoud,0,0
subopts-for-4221,TENOR,Level: 3,Group: 2,hidden,Berthoud,0,0
subopts-for-4221,TRACKER,Level: 3,Group: 2,hidden,Berthoud,0,0
with-found-stat,Beyne,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-5891,PLK,Level: 3,Group: 2,hidden,Beyne,0,0
with-found-stat,Biardzki,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-4761,P329,Level: 3,Group: 2,hidden,Biardzki,0,0
with-found-stat with-found-stat,Blanchard,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat,Boguslav,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-4196,2000,Level: 3,Group: 2,hidden,Boguslav,0,0
subopts-for-4196,3000,Level: 3,Group: 2,hidden,Boguslav,0,0
with-found-stat,CAFFINI,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-4774,Striker,Level: 3,Group: 2,hidden,CAFFINI,0,0
with-found-stat,CARUELLE,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-4568,Nympheos,Level: 3,Group: 2,hidden,CARUELLE,0,0
subopts-for-4568,OLYMPIA,Level: 3,Group: 2,hidden,CARUELLE,0,0
subopts-for-4568m37487,OLYMPIA 400,Level: 4,Group: 2,hidden,OLYMPIA,0,0
with-found-stat with-found-stat,CHD,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Cappellotto,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat,Case IH,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-2511,4430,Level: 3,Group: 2,hidden,Case IH,0,0
with-found-stat,Challenger,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-3344,RoGator,Level: 3,Group: 2,hidden,Challenger,0,0
subopts-for-3344m1767,RoGator 635,Level: 4,Group: 2,hidden,RoGator,0,0
subopts-for-3344m1767,RoGator 655,Level: 4,Group: 2,hidden,RoGator,0,0
subopts-for-3344,Spra Coupe,Level: 3,Group: 2,hidden,Challenger,0,0
subopts-for-3344m37970,Spra Coupe 220,Level: 4,Group: 2,hidden,Spra Coupe,0,0
subopts-for-3344m37970,Spra Coupe 4440,Level: 4,Group: 2,hidden,Spra Coupe,0,0
subopts-for-3344m37970,Spra Coupe 4660,Level: 4,Group: 2,hidden,Spra Coupe,0,0
with-found-stat,Claas,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-2519,Xerion,Level: 3,Group: 2,hidden,Claas,0,0
subopts-for-2519m30,Xerion 3800,Level: 4,Group: 2,hidden,Xerion,0,0
with-found-stat,Cummins,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-4326,C-series,Level: 3,Group: 2,hidden,Cummins,0,0
with-found-stat,DAMMANN,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-4783,ANP,Level: 3,Group: 2,hidden,DAMMANN,0,0
subopts-for-4783m19943,ANP 4024,Level: 4,Group: 2,hidden,ANP,0,0
subopts-for-4783m19943,ANP 4027,Level: 4,Group: 2,hidden,ANP,0,0
subopts-for-4783m19943,ANP 5024,Level: 4,Group: 2,hidden,ANP,0,0
subopts-for-4783m19943,ANP 5036,Level: 4,Group: 2,hidden,ANP,0,0
subopts-for-4783m19943,ANP 5836,Level: 4,Group: 2,hidden,ANP,0,0
subopts-for-4783,DTP,Level: 3,Group: 2,hidden,DAMMANN,0,0
with-found-stat,DELVANO,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-4731,5000,Level: 3,Group: 2,hidden,DELVANO,0,0
with-found-stat with-found-stat,DOUVEN,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,DUBEX,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,DeLaval,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Demarol,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Deutz-Fahr,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,EPOKE,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,EVRARD,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Empas,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,FARMGEM,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Fendt,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Ferbo,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,GB,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,GEO,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Garant Kotte,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Gaspardo,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Gençgüçsan,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Grimme,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Grégoire Besson,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Güstrower,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,HAGIE,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,HERKULES,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat,HOUSEHAM,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-4720,Air Ride,Level: 3,Group: 2,hidden,HOUSEHAM,0,0
subopts-for-4720m26149,Air Ride 4000,Level: 4,Group: 2,hidden,Air Ride,0,0
with-found-stat,Hardi,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-4065,Alpha,Level: 3,Group: 2,hidden,Hardi,0,0
subopts-for-4065m966,Alpha 4100,Level: 4,Group: 2,hidden,Alpha,0,0
subopts-for-4065,Commander,Level: 3,Group: 2,hidden,Hardi,0,0
subopts-for-4065m965,Commander 2200,Level: 4,Group: 2,hidden,Commander,0,0
subopts-for-4065m965,Commander 2800,Level: 4,Group: 2,hidden,Commander,0,0
subopts-for-4065m965,Commander 3200,Level: 4,Group: 2,hidden,Commander,0,0
subopts-for-4065m965,Commander 4200,Level: 4,Group: 2,hidden,Commander,0,0
subopts-for-4065m965,Commander 4400,Level: 4,Group: 2,hidden,Commander,0,0
subopts-for-4065m965,Commander 6600,Level: 4,Group: 2,hidden,Commander,0,0
subopts-for-4065,LX,Level: 3,Group: 2,hidden,Hardi,0,0
subopts-for-4065m22368,LX1000,Level: 4,Group: 2,hidden,LX,0,0
subopts-for-4065,NK,Level: 3,Group: 2,hidden,Hardi,0,0
subopts-for-4065m22363,NK 600,Level: 4,Group: 2,hidden,NK,0,0
subopts-for-4065m22363,NK 800,Level: 4,Group: 2,hidden,NK,0,0
subopts-for-4065,Navigator,Level: 3,Group: 2,hidden,Hardi,0,0
subopts-for-4065m32941,Navigator 3000,Level: 4,Group: 2,hidden,Navigator,0,0
subopts-for-4065m32941,Navigator 4000,Level: 4,Group: 2,hidden,Navigator,0,0
subopts-for-4065,TZ,Level: 3,Group: 2,hidden,Hardi,0,0
subopts-for-4065m22372,TZ 2400,Level: 4,Group: 2,hidden,TZ,0,0
with-found-stat with-found-stat,Heatweed,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat,Holder,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-5618,IN,Level: 3,Group: 2,hidden,Holder,0,0
subopts-for-5618m27724,IN250,Level: 4,Group: 2,hidden,IN,0,0
with-found-stat,Horsch,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-3428,Leeb GS 6000,Level: 3,Group: 2,hidden,Horsch,0,0
subopts-for-3428,Leeb PT 230,Level: 3,Group: 2,hidden,Horsch,0,0
subopts-for-3428,Leeb PT 270,Level: 3,Group: 2,hidden,Horsch,0,0
with-found-stat with-found-stat,HÜDIG,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,IDROFOGLIA,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,IRRIFRANCE,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,IVECO,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Irrimec,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat,JACOBY,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-5636,Eurolux,Level: 3,Group: 2,hidden,JACOBY,0,0
subopts-for-5636,Eurotrain,Level: 3,Group: 2,hidden,JACOBY,0,0
with-found-stat,JACTO,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-4737,Uniport,Level: 3,Group: 2,hidden,JACTO,0,0
subopts-for-4737m23342,Uniport 3030,Level: 4,Group: 2,hidden,Uniport,0,0
with-found-stat with-found-stat,JAGODA,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,JAR-MET,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Jessernigg,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat,John Deere,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-2619,724,Level: 3,Group: 2,hidden,John Deere,0,0
subopts-for-2619,732i,Level: 3,Group: 2,hidden,John Deere,0,0
subopts-for-2619,740i,Level: 3,Group: 2,hidden,John Deere,0,0
subopts-for-2619,824,Level: 3,Group: 2,hidden,John Deere,0,0
subopts-for-2619,3800,Level: 3,Group: 2,hidden,John Deere,0,0
subopts-for-2619,4040,Level: 3,Group: 2,hidden,John Deere,0,0
subopts-for-2619,4720,Level: 3,Group: 2,hidden,John Deere,0,0
subopts-for-2619,4730,Level: 3,Group: 2,hidden,John Deere,0,0
subopts-for-2619,4830,Level: 3,Group: 2,hidden,John Deere,0,0
subopts-for-2619,4930,Level: 3,Group: 2,hidden,John Deere,0,0
subopts-for-2619,4940,Level: 3,Group: 2,hidden,John Deere,0,0
subopts-for-2619,5430i,Level: 3,Group: 2,hidden,John Deere,0,0
subopts-for-2619,M732i,Level: 3,Group: 2,hidden,John Deere,0,0
subopts-for-2619,M740,Level: 3,Group: 2,hidden,John Deere,0,0
with-found-stat with-found-stat,KAWECO,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,KRUKOWIAK,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat,Kramer,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-2638,Tremo,Level: 3,Group: 2,hidden,Kramer,0,0
with-found-stat,Kuhn,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-2938,Altis,Level: 3,Group: 2,hidden,Kuhn,0,0
with-found-stat with-found-stat,Kverneland,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,LISICKI,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Landquip,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat,Lemken,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-3456,Albatros,Level: 3,Group: 2,hidden,Lemken,0,0
subopts-for-3456m36122,Albatros 9,Level: 4,Group: 2,hidden,Albatros,0,0
subopts-for-3456,Primus,Level: 3,Group: 2,hidden,Lemken,0,0
subopts-for-3456,Sirius,Level: 3,Group: 2,hidden,Lemken,0,0
subopts-for-3456m36110,Sirius 10,Level: 4,Group: 2,hidden,Sirius,0,0
with-found-stat with-found-stat,Lindus,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Lukas,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,MARCHETTI,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat,MAZZOTTI,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-5785,IBIS,Level: 3,Group: 2,hidden,MAZZOTTI,0,0
subopts-for-5785,MAF,Level: 3,Group: 2,hidden,MAZZOTTI,0,0
with-found-stat,METALFOR,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-6983,3000,Level: 3,Group: 2,hidden,METALFOR,0,0
with-found-stat with-found-stat,Maruyama,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Maschio,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Massey Ferguson,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat,Matrot,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-2668,M-series,Level: 3,Group: 2,hidden,Matrot,0,0
subopts-for-2668m25041,M24,Level: 4,Group: 2,hidden,M-series,0,0
subopts-for-2668m25041,M44,Level: 4,Group: 2,hidden,M-series,0,0
subopts-for-2668m25041,Maestria,Level: 4,Group: 2,hidden,M-series,0,0
with-found-stat,Miller,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-4483,Condor,Level: 3,Group: 2,hidden,Miller,0,0
subopts-for-4483,Nitro,Level: 3,Group: 2,hidden,Miller,0,0
with-found-stat,NETTUNO,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-4285,D-series,Level: 3,Group: 2,hidden,NETTUNO,0,0
with-found-stat with-found-stat,OCMIS,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Osella,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,PELLENC,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,PERROT,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,PLA,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,PLOEGER,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,RAU,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,RBS UE,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,REDBALL,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat,RM,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-4719,GX,Level: 3,Group: 2,hidden,RM,0,0
subopts-for-4719,XJ,Level: 3,Group: 2,hidden,RM,0,0
with-found-stat with-found-stat,ROSA,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat,Rauch,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-4152,AGT 6036,Level: 3,Group: 2,hidden,Rauch,0,0
subopts-for-4152,Axis,Level: 3,Group: 2,hidden,Rauch,0,0
with-found-stat with-found-stat,Renault,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,RoGator,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Rovatti,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,SPRA-COUPE,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Schmotzer,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Sieger,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Stara,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,TAD-LEN,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,TERRA,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,TOP AIR,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Taral,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat,Tecnoma,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-4224,Laser,Level: 3,Group: 2,hidden,Tecnoma,0,0
subopts-for-4224m3694,Laser 3000,Level: 4,Group: 2,hidden,Laser,0,0
subopts-for-4224m3694,Laser 3240,Level: 4,Group: 2,hidden,Laser,0,0
subopts-for-4224m3694,Laser 4000,Level: 4,Group: 2,hidden,Laser,0,0
subopts-for-4224m3694,Laser 4236,Level: 4,Group: 2,hidden,Laser,0,0
subopts-for-4224m3694,Laser 4240,Level: 4,Group: 2,hidden,Laser,0,0
subopts-for-4224,TX,Level: 3,Group: 2,hidden,Tecnoma,0,0
subopts-for-4224,Tecnis,Level: 3,Group: 2,hidden,Tecnoma,0,0
subopts-for-4224m39333,Tecnis 3100,Level: 4,Group: 2,hidden,Tecnis,0,0
subopts-for-4224m39333,Tecnis 4500,Level: 4,Group: 2,hidden,Tecnis,0,0
subopts-for-4224,Vectis,Level: 3,Group: 2,hidden,Tecnoma,0,0
with-found-stat with-found-stat,TerraGator,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Tolmet,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Toro,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Unia,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,VERVAET,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat,VICON,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-3393,LS,Level: 3,Group: 2,hidden,VICON,0,0
with-found-stat with-found-stat,Vich,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Vogel & Noot,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,WEREMCZUK,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,WOPROL,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Wanner,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Weterings,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,XZ,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Zeppelin,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,ЛЬВІВАГРОМАШПРОЕКТ,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,ПС,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat,Ростсельмаш,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-4144,RSM,Level: 3,Group: 2,hidden,Ростсельмаш,0,0
with-found-stat with-found-stat,ТЕХНОПОЛЬ,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Эльворти (Червона Зирка),Level: 2,Group: 2,hidden,Марка,0,0
"{'class': ['field-wrapper', 'field-wrapper-select'], 'data-field-id': 'geo'}",Місце розташування,Level: 1,Group: 3,show,,0,0
"{'class': ['opt', 'with-subopts', 'with-found-stat'], 'data-value': 'ua', 'data-other': '', 'data-num': '416'}",Україна,Level: 1,Group: 4,show,Місце розташування,0,0
"{'class': ['opt', 'with-found-stat'], 'data-value': '230', 'data-other': '', 'data-num': '120', 'href': 'https://agriline.ua/-/tehnika-dlya-polivu-ta-zroshennya/ukrayina/kiev--c296cntUAct230', 'title': 'техніка для поливу та зрошення в Києві'}",Київ,Level: 2,Group: 4,hidden,Місце розташування,0,0
"{'class': ['opt', 'with-found-stat'], 'data-value': '521', 'data-other': '', 'data-num': '47', 'href': 'https://agriline.ua/-/tehnika-dlya-polivu-ta-zroshennya/ukrayina/cherkassy--c296cntUAct521', 'title': 'техніка для поливу та зрошення в Черкасах'}",Черкаси,Level: 2,Group: 4,hidden,Місце розташування,0,0
"{'class': ['opt', 'with-found-stat'], 'data-value': '661', 'data-other': '', 'data-num': '39', 'href': 'https://agriline.ua/-/tehnika-dlya-polivu-ta-zroshennya/ukrayina/dnepr--c296cntUAct661', 'title': 'техніка для поливу та зрошення в Дніпрі'}",Дніпро,Level: 2,Group: 4,hidden,Місце розташування,0,0
"{'class': ['opt', 'with-found-stat'], 'data-value': '1562', 'data-other': '', 'data-num': '34', 'href': 'https://agriline.ua/-/tehnika-dlya-polivu-ta-zroshennya/ukrayina/zvenigorodka--c296cntUAct1562', 'title': 'техніка для поливу та зрошення в Звенигородці'}",Звенигородка,Level: 2,Group: 4,hidden,Місце розташування,0,0
"{'class': ['opt', 'with-found-stat'], 'data-value': '3584', 'data-other': '', 'data-num': '24'}",Слобожанське,Level: 2,Group: 4,hidden,Місце розташування,0,0
"{'class': ['opt', 'with-found-stat'], 'data-value': '42', 'data-other': '', 'data-num': '21', 'href': 'https://agriline.ua/-/tehnika-dlya-polivu-ta-zroshennya/ukrayina/vinnica--c296cntUAct42', 'title': 'техніка для поливу та зрошення в Вінниці'}",Вінниця,Level: 2,Group: 4,hidden,Місце розташування,0,0
"{'class': ['opt', 'with-found-stat'], 'data-value': '40', 'data-other': '', 'data-num': '20', 'href': 'https://agriline.ua/-/tehnika-dlya-polivu-ta-zroshennya/ukrayina/lvov--c296cntUAct40', 'title': 'техніка для поливу та зрошення в Львові'}",Львів,Level: 2,Group: 4,hidden,Місце розташування,0,0
"{'class': ['opt', 'with-found-stat'], 'data-value': '637', 'data-other': '', 'data-num': '18'}",Біла Церква,Level: 2,Group: 4,hidden,Місце розташування,0,0
"{'class': ['opt', 'hidden', 'with-found-stat'], 'data-value': '21', 'data-other': '', 'data-num': '16', 'href': 'https://agriline.ua/-/tehnika-dlya-polivu-ta-zroshennya/ukrayina/odessa--c296cntUAct21', 'title': 'техніка для поливу та зрошення в Одесі'}",Одеса,Level: 2,Group: 4,hidden,Місце розташування,0,0
"{'class': ['opt', 'hidden', 'with-found-stat'], 'data-value': '284', 'data-other': '', 'data-num': '14', 'href': 'https://agriline.ua/-/tehnika-dlya-polivu-ta-zroshennya/ukrayina/ternopol--c296cntUAct284', 'title': 'техніка для поливу та зрошення в Тернополі'}",Тернопіль,Level: 2,Group: 4,hidden,Місце розташування,0,0
"{'class': ['opt', 'hidden', 'with-found-stat'], 'data-value': '743', 'data-other': '', 'data-num': '13', 'href': 'https://agriline.ua/-/tehnika-dlya-polivu-ta-zroshennya/ukrayina/rovno--c296cntUAct743', 'title': 'техніка для поливу та зрошення в Рівне'}",Рівне,Level: 2,Group: 4,hidden,Місце розташування,0,0
"{'class': ['opt', 'hidden', 'with-found-stat'], 'data-value': '436', 'data-other': '', 'data-num': '11', 'href': 'https://agriline.ua/-/tehnika-dlya-polivu-ta-zroshennya/ukrayina/kropivnickiy--c296cntUAct436', 'title': 'техніка для поливу та зрошення в Кропивницькому'}",Кропивницький,Level: 2,Group: 4,hidden,Місце розташування,0,0
"{'class': ['opt', 'hidden', 'with-found-stat'], 'data-value': '121', 'data-other': '', 'data-num': '11', 'href': 'https://agriline.ua/-/tehnika-dlya-polivu-ta-zroshennya/ukrayina/zhitomir--c296cntUAct121', 'title': 'техніка для поливу та зрошення в Житомирі'}",Житомир,Level: 2,Group: 4,hidden,Місце розташування,0,0
"{'class': ['opt', 'hidden', 'with-found-stat'], 'data-value': '96684', 'data-other': '', 'data-num': '8'}",Хоростків,Level: 2,Group: 4,hidden,Місце розташування,0,0
"{'class': ['opt', 'hidden', 'with-found-stat'], 'data-value': '440', 'data-other': '', 'data-num': '7', 'href': 'https://agriline.ua/-/tehnika-dlya-polivu-ta-zroshennya/ukrayina/zaporozhe--c296cntUAct440', 'title': 'техніка для поливу та зрошення в Запоріжжі'}",Запоріжжя,Level: 2,Group: 4,hidden,Місце розташування,0,0
"{'class': ['opt', 'hidden', 'with-found-stat'], 'data-value': '806', 'data-other': '', 'data-num': '7', 'href': 'https://agriline.ua/-/tehnika-dlya-polivu-ta-zroshennya/ukrayina/luck--c296cntUAct806', 'title': 'техніка для поливу та зрошення в Луцьку'}",Луцьк,Level: 2,Group: 4,hidden,Місце розташування,0,0
