Ссылка,Раздел,Уровень,Группа,Видимость,Родитель по полю раздел,min,max
with-found-stat with-found-stat,Baselier,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Bauer,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Becchio & Mandrile,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Becker,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat,Bednar,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-4497,SWIFTER,Level: 3,Group: 2,hidden,Bednar,0,0
subopts-for-4497m18184,SWIFTER SO,Level: 4,Group: 2,hidden,SWIFTER,0,0
subopts-for-4497m18185,SWIFTER SO 6000,Level: 5,Group: 2,hidden,SWIFTER SO,0,0
subopts-for-4497,Terraland,Level: 3,Group: 2,hidden,Bednar,0,0
subopts-for-4497m18190,Terraland TN,Level: 4,Group: 2,hidden,Terraland,0,0
subopts-for-4497m18191,Terraland TN 3000,Level: 5,Group: 2,hidden,Terraland TN,0,0
with-found-stat,Berti,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-5370,MINI,Level: 3,Group: 2,hidden,Berti,0,0
subopts-for-5370,PARK,Level: 3,Group: 2,hidden,Berti,0,0
subopts-for-5370,TBM,Level: 3,Group: 2,hidden,Berti,0,0
with-found-stat with-found-stat,Bizon,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Blu-Jet,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat,Bomet,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-4116,S-series,Level: 3,Group: 2,hidden,Bomet,0,0
subopts-for-4116,U-series,Level: 3,Group: 2,hidden,Bomet,0,0
subopts-for-4116m3695,U068,Level: 4,Group: 2,hidden,U-series,0,0
subopts-for-4116m3695,U865,Level: 4,Group: 2,hidden,U-series,0,0
subopts-for-4116,Z-series,Level: 3,Group: 2,hidden,Bomet,0,0
with-found-stat with-found-stat,Bomford Turner,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Boxer,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Boxer Agri,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Branson,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Breviglieri,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Bucher,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Bugnot,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,BvL,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,CANYCOM,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat,CARRE,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-5497,ECONET,Level: 3,Group: 2,hidden,CARRE,0,0
with-found-stat,CELLI,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-4128,Mizar,Level: 3,Group: 2,hidden,CELLI,0,0
subopts-for-4128,Pioneer,Level: 3,Group: 2,hidden,CELLI,0,0
subopts-for-4128m19429,Pioneer 140,Level: 4,Group: 2,hidden,Pioneer,0,0
subopts-for-4128m19429,Pioneer 170,Level: 4,Group: 2,hidden,Pioneer,0,0
subopts-for-4128,Ranger,Level: 3,Group: 2,hidden,CELLI,0,0
with-found-stat with-found-stat,CLAYDON,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,CONCEPT PERUGINI,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat,Case IH,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-2511,955,Level: 3,Group: 2,hidden,Case IH,0,0
subopts-for-2511,4900,Level: 3,Group: 2,hidden,Case IH,0,0
subopts-for-2511,Ecolo Tiger,Level: 3,Group: 2,hidden,Case IH,0,0
subopts-for-2511,RMX,Level: 3,Group: 2,hidden,Case IH,0,0
subopts-for-2511m1668,RMX 370,Level: 4,Group: 2,hidden,RMX,0,0
with-found-stat,Caterpillar,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-2512,140,Level: 3,Group: 2,hidden,Caterpillar,0,0
subopts-for-2512,D series,Level: 3,Group: 2,hidden,Caterpillar,0,0
subopts-for-2512m1300,D7,Level: 4,Group: 2,hidden,D series,0,0
subopts-for-2512m1300,D9,Level: 4,Group: 2,hidden,D series,0,0
subopts-for-2512,F-series,Level: 3,Group: 2,hidden,Caterpillar,0,0
with-found-stat with-found-stat,Challenger,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Christiaens,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Claas,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Cochet,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Cub Cadet,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat,DEGELMAN,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-4605,M-series,Level: 3,Group: 2,hidden,DEGELMAN,0,0
with-found-stat with-found-stat,DEKART,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,DELEKS,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,DELTA,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,DEMBLON,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,DEWULF,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat,DMI,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-4578,Ecolo Tiger,Level: 3,Group: 2,hidden,DMI,0,0
subopts-for-4578,Tiger Mate,Level: 3,Group: 2,hidden,DMI,0,0
with-found-stat with-found-stat,DONDI,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,DOWDESWELL,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,DRAGONE,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,DRIVEX,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,DZIEKAN,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat,Dal-Bo,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-3691,Dinco,Level: 3,Group: 2,hidden,Dal-Bo,0,0
subopts-for-3691m19924,Dinco 470,Level: 4,Group: 2,hidden,Dinco,0,0
subopts-for-3691,Levelflex,Level: 3,Group: 2,hidden,Dal-Bo,0,0
subopts-for-3691m19919,Levelflex 2000,Level: 4,Group: 2,hidden,Levelflex,0,0
subopts-for-3691,MaxiCut,Level: 3,Group: 2,hidden,Dal-Bo,0,0
subopts-for-3691m19927,MaxiCut 600,Level: 4,Group: 2,hidden,MaxiCut,0,0
subopts-for-3691,Maxidisc,Level: 3,Group: 2,hidden,Dal-Bo,0,0
subopts-for-3691m19931,Maxidisc 600,Level: 4,Group: 2,hidden,Maxidisc,0,0
subopts-for-3691,Minimax,Level: 3,Group: 2,hidden,Dal-Bo,0,0
subopts-for-3691m19929,Minimax 630,Level: 4,Group: 2,hidden,Minimax,0,0
subopts-for-3691,Multiflex,Level: 3,Group: 2,hidden,Dal-Bo,0,0
with-found-stat with-found-stat,Dalen,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Demarol,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Desvoys,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Deutz-Fahr,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Dexwal,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Dozamech,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Drago,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Dronningborg,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Duevelsdorf,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat,Dücker,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-5648,GFM,Level: 3,Group: 2,hidden,Dücker,0,0
subopts-for-5648,PMK,Level: 3,Group: 2,hidden,Dücker,0,0
subopts-for-5648,SMT,Level: 3,Group: 2,hidden,Dücker,0,0
subopts-for-5648,UM,Level: 3,Group: 2,hidden,Dücker,0,0
subopts-for-5648,USM,Level: 3,Group: 2,hidden,Dücker,0,0
with-found-stat with-found-stat,ECK-SICMA,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,ELHO,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,ELİBOL,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,ENERGREEN,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,EPOKE,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,ERMO,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,EURO-Jabelmann,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,EURO-MASZ,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,EUROTECHNICS,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,EXPOM,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat,Einböck,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-5133,TAIFUN,Level: 3,Group: 2,hidden,Einböck,0,0
with-found-stat with-found-stat,Evers,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,FALC,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,FARMTECH,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,FAST,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,FERABOLI,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,FERRI,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,FHM,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat,FLEXI-COIL,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-4008,ST 820,Level: 3,Group: 2,hidden,FLEXI-COIL,0,0
with-found-stat with-found-stat,FOBRO,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,FONTANA,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,FORIGO,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,FRAMEST,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,FRANDENT,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,FRANQUET,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat,FROST,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-5625,Mosel,Level: 3,Group: 2,hidden,FROST,0,0
with-found-stat with-found-stat,Farm King,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Farmer Ziraat,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat,Farmet,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-4527,K-series,Level: 3,Group: 2,hidden,Farmet,0,0
subopts-for-4527m37616,K-600,Level: 4,Group: 2,hidden,K-series,0,0
subopts-for-4527m37616,K-1000,Level: 4,Group: 2,hidden,K-series,0,0
with-found-stat with-found-stat,Fiskars,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Fliegl,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Floor,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Fortschritt,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat,Franz Kleine,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-3527,Unicorn,Level: 3,Group: 2,hidden,Franz Kleine,0,0
subopts-for-3527m24125,Unicorn 3,Level: 4,Group: 2,hidden,Unicorn,0,0
with-found-stat with-found-stat,GALUCHO,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,GASCON,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,GASSNER,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,GEO,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,GRANO-SYSTEM,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,GREENTEC,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,GREGOIRE,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,GT,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Garant Kotte,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Garford,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat,Gaspardo,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-3698,Artiglio,Level: 3,Group: 2,hidden,Gaspardo,0,0
subopts-for-3698m2338,Artiglio 300,Level: 4,Group: 2,hidden,Artiglio,0,0
subopts-for-3698m2338,Artiglio 400,Level: 4,Group: 2,hidden,Artiglio,0,0
subopts-for-3698,Diablo,Level: 3,Group: 2,hidden,Gaspardo,0,0
subopts-for-3698,Maschio,Level: 3,Group: 2,hidden,Gaspardo,0,0
subopts-for-3698,Mirco,Level: 3,Group: 2,hidden,Gaspardo,0,0
subopts-for-3698,Pinocchio,Level: 3,Group: 2,hidden,Gaspardo,0,0
subopts-for-3698m2329,Pinocchio 250,Level: 4,Group: 2,hidden,Pinocchio,0,0
subopts-for-3698m2329,Pinocchio 300,Level: 4,Group: 2,hidden,Pinocchio,0,0
subopts-for-3698,SP,Level: 3,Group: 2,hidden,Gaspardo,0,0
subopts-for-3698m2320,SP 520,Level: 4,Group: 2,hidden,SP,0,0
subopts-for-3698,UFO,Level: 3,Group: 2,hidden,Gaspardo,0,0
with-found-stat with-found-stat,General Machines,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Giant,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Gramegna,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat,Great Plains,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-3952,NTA,Level: 3,Group: 2,hidden,Great Plains,0,0
subopts-for-3952m22049,NTA 3510,Level: 4,Group: 2,hidden,NTA,0,0
subopts-for-3952,Simba,Level: 3,Group: 2,hidden,Great Plains,0,0
with-found-stat with-found-stat,Greatbear,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat,Grimme,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-2935,CS,Level: 3,Group: 2,hidden,Grimme,0,0
subopts-for-2935m2298,CS1500,Level: 4,Group: 2,hidden,CS,0,0
subopts-for-2935,DF,Level: 3,Group: 2,hidden,Grimme,0,0
subopts-for-2935m2295,DF 3000,Level: 4,Group: 2,hidden,DF,0,0
subopts-for-2935,GF,Level: 3,Group: 2,hidden,Grimme,0,0
subopts-for-2935m2289,GF 90,Level: 4,Group: 2,hidden,GF,0,0
subopts-for-2935m2289,GF 400,Level: 4,Group: 2,hidden,GF,0,0
subopts-for-2935,KS,Level: 3,Group: 2,hidden,Grimme,0,0
subopts-for-2935m2291,KS 1500,Level: 4,Group: 2,hidden,KS,0,0
subopts-for-2935m2291,KS 3000,Level: 4,Group: 2,hidden,KS,0,0
subopts-for-2935m2291,KSA,Level: 4,Group: 2,hidden,KS,0,0
subopts-for-2935m9501,KSA 75,Level: 5,Group: 2,hidden,KSA,0,0
subopts-for-2935,SE,Level: 3,Group: 2,hidden,Grimme,0,0
with-found-stat,Grégoire Besson,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-4017,RB,Level: 3,Group: 2,hidden,Grégoire Besson,0,0
subopts-for-4017m35645,RB41,Level: 4,Group: 2,hidden,RB,0,0
subopts-for-4017m35645,RB47,Level: 4,Group: 2,hidden,RB,0,0
subopts-for-4017,RCW,Level: 3,Group: 2,hidden,Grégoire Besson,0,0
subopts-for-4017m2315,RCW47,Level: 4,Group: 2,hidden,RCW,0,0
subopts-for-4017,RWB,Level: 3,Group: 2,hidden,Grégoire Besson,0,0
subopts-for-4017m2317,RWB 7,Level: 4,Group: 2,hidden,RWB,0,0
subopts-for-4017,RWY,Level: 3,Group: 2,hidden,Grégoire Besson,0,0
subopts-for-4017,SPB,Level: 3,Group: 2,hidden,Grégoire Besson,0,0
subopts-for-4017m2308,SPB-9,Level: 4,Group: 2,hidden,SPB,0,0
with-found-stat with-found-stat,GÖLZ,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,GÜTTLER,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Götene,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,HARCON,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,HATZENBICHLER,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,HE-VA,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,HISARLAR,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,HMF,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat,Hamm,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-2594,HD,Level: 3,Group: 2,hidden,Hamm,0,0
subopts-for-2594m1465,HD12,Level: 4,Group: 2,hidden,HD,0,0
subopts-for-2594m1465,HD70,Level: 4,Group: 2,hidden,HD,0,0
with-found-stat with-found-stat,Herder,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Hiniker,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Hofman,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Holaras,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Honda,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat,Horsch,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-3428,Joker,Level: 3,Group: 2,hidden,Horsch,0,0
subopts-for-3428m860,Joker CT,Level: 4,Group: 2,hidden,Joker,0,0
subopts-for-3428m860,Joker RT,Level: 4,Group: 2,hidden,Joker,0,0
subopts-for-3428,Optipack,Level: 3,Group: 2,hidden,Horsch,0,0
subopts-for-3428,Terrano,Level: 3,Group: 2,hidden,Horsch,0,0
subopts-for-3428m269,Terrano FM,Level: 4,Group: 2,hidden,Terrano,0,0
subopts-for-3428,Tiger,Level: 3,Group: 2,hidden,Horsch,0,0
subopts-for-3428m270,Tiger MT,Level: 4,Group: 2,hidden,Tiger,0,0
with-found-stat,Howard,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-4134,HK,Level: 3,Group: 2,hidden,Howard,0,0
subopts-for-4134m22853,HK 20,Level: 4,Group: 2,hidden,HK,0,0
subopts-for-4134,HR,Level: 3,Group: 2,hidden,Howard,0,0
subopts-for-4134m22846,HR40,Level: 4,Group: 2,hidden,HR,0,0
subopts-for-4134,R-series,Level: 3,Group: 2,hidden,Howard,0,0
with-found-stat with-found-stat,Humer,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Häner,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,ILGI,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,INO,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Ilsbo,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Imants,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Inter-Tech,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Iseki,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,JACOBSEN,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,JAGODA,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,JAKO,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,JANSEN,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,JAR-MET,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,JF,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,JUKO,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,JYMPA,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Jaguar,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Janpol,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat,John Deere,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-2619,410,Level: 3,Group: 2,hidden,John Deere,0,0
subopts-for-2619,512,Level: 3,Group: 2,hidden,John Deere,0,0
subopts-for-2619,590,Level: 3,Group: 2,hidden,John Deere,0,0
subopts-for-2619,637,Level: 3,Group: 2,hidden,John Deere,0,0
subopts-for-2619,730,Level: 3,Group: 2,hidden,John Deere,0,0
subopts-for-2619,2210,Level: 3,Group: 2,hidden,John Deere,0,0
subopts-for-2619,2700,Level: 3,Group: 2,hidden,John Deere,0,0
subopts-for-2619,7000,Level: 3,Group: 2,hidden,John Deere,0,0
with-found-stat,Joskin,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-4226,SCARIFLEX,Level: 3,Group: 2,hidden,Joskin,0,0
subopts-for-4226m23808,SCARIFLEX 600,Level: 4,Group: 2,hidden,SCARIFLEX,0,0
subopts-for-4226,Terraflex,Level: 3,Group: 2,hidden,Joskin,0,0
with-found-stat with-found-stat,KIVI-PEKKA,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,KOJA,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,KOMPTECH,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,KRAUSE,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Kellfri,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Kent Tarım,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat,Kerner,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-4828,KOMET,Level: 3,Group: 2,hidden,Kerner,0,0
with-found-stat with-found-stat,Klimza,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat with-found-stat,Knoche,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat,Komatsu,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-2637,D series,Level: 3,Group: 2,hidden,Komatsu,0,0
subopts-for-2637m1303,D155,Level: 4,Group: 2,hidden,D series,0,0
with-found-stat,Kongskilde,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-4569,SB,Level: 3,Group: 2,hidden,Kongskilde,0,0
with-found-stat,Krone,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-2641,Mustang,Level: 3,Group: 2,hidden,Krone,0,0
subopts-for-2641m2363,Mustang 120,Level: 4,Group: 2,hidden,Mustang,0,0
with-found-stat with-found-stat,Kronos,Level: 2,Group: 2,hidden,Марка,0,0
with-found-stat,Kubota,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-2643,D-series,Level: 3,Group: 2,hidden,Kubota,0,0
subopts-for-2643,M-series,Level: 3,Group: 2,hidden,Kubota,0,0
subopts-for-2643,R-series,Level: 3,Group: 2,hidden,Kubota,0,0
with-found-stat,Kuhn,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-2938,Challenger,Level: 3,Group: 2,hidden,Kuhn,0,0
subopts-for-2938,Cultimer,Level: 3,Group: 2,hidden,Kuhn,0,0
subopts-for-2938m1051,Cultimer 300,Level: 4,Group: 2,hidden,Cultimer,0,0
subopts-for-2938,Discover,Level: 3,Group: 2,hidden,Kuhn,0,0
subopts-for-2938m1014,Discover XL,Level: 4,Group: 2,hidden,Discover,0,0
subopts-for-2938m1014,Discover XM,Level: 4,Group: 2,hidden,Discover,0,0
subopts-for-2938,HR,Level: 3,Group: 2,hidden,Kuhn,0,0
subopts-for-2938m1059,HR 4003,Level: 4,Group: 2,hidden,HR,0,0
subopts-for-2938m1059,HR 6003,Level: 4,Group: 2,hidden,HR,0,0
subopts-for-2938,HRB,Level: 3,Group: 2,hidden,Kuhn,0,0
subopts-for-2938m1061,HRB 302,Level: 4,Group: 2,hidden,HRB,0,0
subopts-for-2938m1061,HRB 303,Level: 4,Group: 2,hidden,HRB,0,0
subopts-for-2938,Huard,Level: 3,Group: 2,hidden,Kuhn,0,0
subopts-for-2938,KNT,Level: 3,Group: 2,hidden,Kuhn,0,0
subopts-for-2938m1062,KNT 770,Level: 4,Group: 2,hidden,KNT,0,0
subopts-for-2938,Manager,Level: 3,Group: 2,hidden,Kuhn,0,0
subopts-for-2938,MultiMaster,Level: 3,Group: 2,hidden,Kuhn,0,0
subopts-for-2938m35978,MultiMaster 122,Level: 4,Group: 2,hidden,MultiMaster,0,0
subopts-for-2938m35978,MultiMaster 123,Level: 4,Group: 2,hidden,MultiMaster,0,0
subopts-for-2938,Optimer,Level: 3,Group: 2,hidden,Kuhn,0,0
subopts-for-2938m226,Optimer 301,Level: 4,Group: 2,hidden,Optimer,0,0
subopts-for-2938m226,Optimer 6003,Level: 4,Group: 2,hidden,Optimer,0,0
with-found-stat,Kverneland,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-2936,BB,Level: 3,Group: 2,hidden,Kverneland,0,0
subopts-for-2936m24345,BB 100,Level: 4,Group: 2,hidden,BB,0,0
subopts-for-2936,EG,Level: 3,Group: 2,hidden,Kverneland,0,0
subopts-for-2936m24330,EG 85,Level: 4,Group: 2,hidden,EG,0,0
subopts-for-2936m24330,EG 100,Level: 4,Group: 2,hidden,EG,0,0
subopts-for-2936,EM,Level: 3,Group: 2,hidden,Kverneland,0,0
subopts-for-2936m27685,EM 100,Level: 4,Group: 2,hidden,EM,0,0
subopts-for-2936,ES,Level: 3,Group: 2,hidden,Kverneland,0,0
subopts-for-2936,LD,Level: 3,Group: 2,hidden,Kverneland,0,0
subopts-for-2936m24326,LD 85,Level: 4,Group: 2,hidden,LD,0,0
subopts-for-2936m24326,LD 100,Level: 4,Group: 2,hidden,LD,0,0
subopts-for-2936,NG,Level: 3,Group: 2,hidden,Kverneland,0,0
subopts-for-2936,PB,Level: 3,Group: 2,hidden,Kverneland,0,0
subopts-for-2936m24347,PB100,Level: 4,Group: 2,hidden,PB,0,0
subopts-for-2936,Qualidisc,Level: 3,Group: 2,hidden,Kverneland,0,0
subopts-for-2936m27706,Qualidisc 3000,Level: 4,Group: 2,hidden,Qualidisc,0,0
subopts-for-2936,RB,Level: 3,Group: 2,hidden,Kverneland,0,0
subopts-for-2936m27679,RB100,Level: 4,Group: 2,hidden,RB,0,0
subopts-for-2936,RN,Level: 3,Group: 2,hidden,Kverneland,0,0
subopts-for-2936m24349,RN100,Level: 4,Group: 2,hidden,RN,0,0
subopts-for-2936,RS,Level: 3,Group: 2,hidden,Kverneland,0,0
subopts-for-2936m24350,RS100,Level: 4,Group: 2,hidden,RS,0,0
subopts-for-2936,TLD,Level: 3,Group: 2,hidden,Kverneland,0,0
subopts-for-2936m42531,TLD 9.1,Level: 4,Group: 2,hidden,TLD,0,0
subopts-for-2936,Visio,Level: 3,Group: 2,hidden,Kverneland,0,0
subopts-for-2936m27691,Visio 200,Level: 4,Group: 2,hidden,Visio,0,0
with-found-stat,Köckerling,Level: 2,Group: 2,hidden,Марка,0,0
subopts-for-3885,Allrounder,Level: 3,Group: 2,hidden,Köckerling,0,0
subopts-for-3885m3564,Allrounder 600,Level: 4,Group: 2,hidden,Allrounder,0,0
subopts-for-3885m3564,Allrounder 900,Level: 4,Group: 2,hidden,Allrounder,0,0
